contract-id	responsibility	owning-layer	fixture-id	source-json	positive-milestone-oracle-json	current-compiler-contract	current-activation-contract	expected-rejection-stage	expected-rejection-detail	current-target-evidence-status	milestone-capability-status	accepted-milestone-exclusion	evidence	execution-recipe	proof-limit	cell-id
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	numeric-u8-pow	"""a := 2<u8> ^ 2<u8>\na == 4<u8>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=numeric-u8-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-numeric-u8-pow
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	numeric-u32-pow	"""a := 2<u32> ^ 2<u32>\na == 4<u32>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=numeric-u32-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-numeric-u32-pow
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	numeric-f64-pow	"""a := 2<f64> ^ 2<f64>\na == 4<f64>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=numeric-f64-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-numeric-f64-pow
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	rational-integral-power	"""a := (1/2) ^ 2<i32>\na == (1/4)\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=rational-integral-power MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-rational-integral-power
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	numeric-c64-add	"""a := 6<c64> + 2<c64>\na == 8<c64>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=numeric-c64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-numeric-c64-add
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	matrix-f32-matmul	"""a := [1<f32> 2<f32>; 3<f32> 4<f32>]\nb := matrix/matmul(a,a)\nb[2,2] == 22<f32>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=matrix-f32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-matrix-f32-matmul
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	matrix-f64-matmul	"""a := [1<f64> 2<f64>; 3<f64> 4<f64>]\nb := matrix/matmul(a,a)\nb[2,2] == 22<f64>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=matrix-f64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-matrix-f64-matmul
G02	finite supported pure-operation control	canonical semantic frontend plus configured resident execution	matrix-c32-transpose	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := a'\nb[1,2] == 3<c32>\n"""	"[""true"", ""true""]"	semantic artifact and bytecode succeed	direct and decoded activation execute both turns with independent expected output			recorded-operation-control-pass	only this exact operation/kind/layout/value control is demonstrated	not applicable: positive control	s8-audit-published-contracts.log	MECH_AUDIT_CASE=matrix-c32-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Most controls publish a comparison Bool, not the numeric value itself; they do not certify exact publication type or every overload/domain. QT-c32 separately proves exact live C32 transport.	TR-control-matrix-c32-transpose
G02	exact live C32 storage/publication independently of arithmetic	canonical Value schema admission and resident publication	QT-c32	"""answer := signal<c32>\nanswer\n"""	"{""turn0"": {""type"": ""c32"", ""real"": 1, ""imaginary"": 2}, ""turn1"": {""type"": ""c32"", ""real"": 3, ""imaginary"": 4}}"	typed input artifact and bytecode succeed	source/decoded live publication preserves exact C32 schema/hash/data			recorded-live-publication-pass	C32 transport demonstrated; C32 arithmetic remains a separate unimplemented capability	not applicable: positive transport control	schema-observations.json QT-c32: both live routes and bound-source pass; bound-bytecode blocked by G25	cargo +nightly-2026-03-03 test --locked -p mech-runtime --no-default-features --features full_compiler,full_source,resident-routing-source,compute --test s8_replacement_schema_audit exact_scalar_c32 -- --exact	Overall strict test fails on independent G25; only the recorded live/bound-source phases are credited. Transport support does not establish arithmetic support.	TR-control-c32-transport
G02	existing effect-free planning contract across five compiler routes	ProgramCompiler resource preflight and RuntimeResourceProvider planning hook		"""@out := counting://sink{:write(sent)}\nvalue := 1 + 1\n@out/sent <- value\n"""	"{""accepted_payload"": ""1 + 1"", ""rejected_payload"": ""-1.0"", ""live_provider_prepares"": 0, ""deliveries"": 0}"	configured payload planning and preflight; invalid payload rejects, allowed payload compiles	temporary planning candidate is aborted; no live publication authority			existing-test-recorded-suite-pass	effect-free payload preflight demonstrated; unsupported-operation path remains separate unrun obligation	not applicable: existing preflight guarantee	src/runtime/src/runtime/program/query_tests/source.rs:292 canonical_ordinary_and_interactive_compilation_preflight_payloads_without_live_effects	cargo +nightly-2026-03-03 test --locked -p mech-runtime --no-default-features --features full_compiler,full_source,resident-routing-source,compute --lib runtime::program::query_tests::source::canonical_ordinary_and_interactive_compilation_preflight_payloads_without_live_effects -- --exact	Existing test uses ordinary f64 arithmetic and payload policy errors, not unsupported numeric target cells.	TR-effect-preflight-control
G02	effectful compiler temporary activation	runtime ProgramCompiler temporary execution where required; resident physical binding otherwise		"""@out := counting://sink{:write(sent)}\nvalue := (2<u64> ^ 2<u64>)<f64>\n@out/sent <- value\n"""	"{""supported_control"": ""replace u64 with u32; result4; effectful path casts result to f64""}"	compile_document with existing PlanningWriteProvider: temporary activation rejects before candidate preparation/payload preflight; live prepares/deliveries remain0	unsupported current target must not publish state or deliver effects	lowering	canonical resource planning activation failed: KernelBind; UnsupportedLayout	untested-specific-target-boundary	qualification obligation; no observed defect asserted	None established by this audit; current factory/shape limitations are not scope approval.	compiler.rs:866-928,2779-2793; resource.rs:138-148; no executable unsupported-case test recorded	Extend the existing five-route provider regression with this type-compatible unsupported power payload; current five-route test does not execute it.	Recipe is a finite unimplemented test cell, not a passing existing test. Exact node number/wrapped text must be captured on first run; typed error category and absence of effects are the semantic oracle.	TR-effect-unsupported
G02	closed supplied planning-value admission	runtime ProgramCompiler temporary execution where required; resident physical binding otherwise		"""answer := seed<u64> ^ 2<u64>\nanswer\n"""	"{""supported_control"": ""replace u64 with u32; result4; effectful path casts result to f64""}"	compile_document_artifact_with_inputs with seed=RuntimeHostInputValue::U64(2), no external names; closed temporary activation rejects	unsupported current target must not publish state or deliver effects	lowering	canonical resource planning activation failed: KernelBind; UnsupportedLayout	untested-specific-target-boundary	qualification obligation; no observed defect asserted	None established by this audit; current factory/shape limitations are not scope approval.	compiler.rs:866-928,2779-2793; resource.rs:138-148; no executable unsupported-case test recorded	Add a responsibility-specific supplied-value negative beside canonical_resource_inputs_use_planning_values_and_preserve_live_ports; no such unsupported-power case is currently recorded.	Recipe is a finite unimplemented test cell, not a passing existing test. Exact node number/wrapped text must be captured on first run; typed error category and absence of effects are the semantic oracle.	TR-planning-value-unsupported
G02	static initializer execution admission	runtime ProgramCompiler temporary execution where required; resident physical binding otherwise		"""answer := 2<u64> ^ 2<u64>\nanswer\n"""	"{""supported_control"": ""replace u64 with u32; result4; effectful path casts result to f64""}"	evaluate_static_document_symbols(answer) executes a closed initializer projection and rejects at its temporary activation	unsupported current target must not publish state or deliver effects	lowering	canonical initializer activation failed: KernelBind; UnsupportedLayout	untested-specific-target-boundary	qualification obligation; no observed defect asserted	None established by this audit; current factory/shape limitations are not scope approval.	compiler.rs:866-928,2779-2793; resource.rs:138-148; no executable unsupported-case test recorded	Add an unsupported-power case to the static-symbol responsibility tests; source/activation census does not enter this method.	Recipe is a finite unimplemented test cell, not a passing existing test. Exact node number/wrapped text must be captured on first run; typed error category and absence of effects are the semantic oracle.	TR-static-unsupported
G02	pure open-input artifact and physical target separation	runtime ProgramCompiler temporary execution where required; resident physical binding otherwise		"""answer := seed<u64> ^ 2<u64>\nanswer\n"""	"{""supported_control"": ""replace u64 with u32; result4; effectful path casts result to f64""}"	compile_document with an annotated open seed input can return a semantic artifact; physical activation performs the unsupported-kernel check before turn input capture	unsupported current target must not publish state or deliver effects	activation	KernelBind; UnsupportedLayout	untested-specific-target-boundary	qualification obligation; no observed defect asserted	None established by this audit; current factory/shape limitations are not scope approval.	compiler.rs:866-928,2779-2793; resource.rs:138-148; no executable unsupported-case test recorded	Add a direct and decoded open-input witness. Existing numeric-u64-pow is closed, and the empty-input method census does not cover this open-input responsibility.	Recipe is a finite unimplemented test cell, not a passing existing test. Exact node number/wrapped text must be captured on first run; typed error category and absence of effects are the semantic oracle.	TR-open-input-unsupported
G17	computed-mask activation with no selected-output shape fact	resident shape derivation and supplied ActivationFacts contract	logical-read	"""x := [1 2 3]\nmask := x > 1\nx[mask]\n"""	"{""shape"": [1, 2], ""canonical_two_turn_outputs"": [""[2 3]"", ""[2 3]""], ""two_turn_values"": [[2, 3], [2, 3]]}"	pure semantic artifact compiles; current compiler does not promise arbitrary computed-mask population evaluation	empty facts reject unresolved selected-output shape	activation	UnresolvedShape { slot: CellSlotId(1) }	recorded-direct-and-decoded-rejection-contract-pass	CAP-MASK: general computed-mask admission unimplemented; scope acceptance pending	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; UnresolvedShape { slot: CellSlotId(1) }	MECH_AUDIT_CASE=logical-read MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Current UnresolvedShape is correct for the incomplete physical request. It does not establish an accepted milestone exclusion or prove that automatic production admission is complete. The original fixture had no independent positive expected value; [2,3] is the independently computed result.	TR-mask-empty-facts
G17	same computed mask with supplied exact selected-output population	resident activation facts and selection execution	logical-read with explicit facts	"""x := [1 2 3]\nmask := x > 1\nx[mask]\n"""	"{""selected_population"": 2, ""shape"": [1, 2], ""two_turn_values"": [[2, 3], [2, 3]]}"	compile direct/decoded artifacts; identify selected parameterized slot from artifact schema	supply selected slot shape instantiated with population2; both routes must produce exact values on two turns			untested-specific-computed-mask-positive	finite positive witness for supplied-fact behavior; automatic inference remains CAP-MASK	None established by this audit; current factory/shape limitations are not scope approval.	Q09 supplies analogous fixed facts for a live mask; current logical-read probe supplies none	Add the exact logical-read artifact to the Q09 activation-fact test helper with selected population2 and independently expected [2,3].	Q09 is not this computed-mask fixture; no execution pass is claimed.	TR-mask-explicit-population
G17	existing fixed-population mask execution and atomic extent rejection	resident selection layout and per-turn validation		"""x := (signal<[f64]:2,2>, signal[mask<[bool]:1,2>,:])"""	"{""no_facts"": ""UnresolvedShape"", ""population1_masks"": [[1, 0], [0, 1]], ""results"": [[1, 2], [13, 14]], ""populations0_and2"": ""reject without publication; retry succeeds""}"	direct and decoded semantic artifacts compile	caller supplies selected population1; changed selected positions preserve fixed extent			existing-test-recorded-B-suite-pass	fixed supplied-population contract demonstrated; general computed-mask admission not covered	Q09 explicitly freezes this resident test at population1; it does not exclude general computed-mask source support from S8.	src/engine/tests/canonical_source_structures.rs:545 composed_live_mask_shapes_require_facts_and_reject_extent_changes_atomically	cargo +nightly-2026-03-03 test --locked -p mech-engine --no-default-features --features full_compiler,full_source,resident-artifact --test canonical_source_structures composed_live_mask_shapes_require_facts_and_reject_extent_changes_atomically -- --exact	This supports fixed-population safety, not compiler inference or turn-varying selected population.	TR-mask-fixed-population-control
G17	production loader reports current unresolved physical shape without installing a program	runtime resident target preflight/shape-fact handoff	logical-read through production loader	"""x := [1 2 3]\nmask := x > 1\nx[mask]\n"""	"{""future_completed_capability"": ""ordinary load publishes [2,3] with owner-derived selected shape""}"	compile_document creates pure artifact; production loader supplies default facts for pure artifacts	preflight_resident_target rejects unresolved shape as SemanticUnsupported / OperationUnavailableForTarget before installation	production-target-preflight	SemanticUnsupported / OperationUnavailableForTarget caused by UnresolvedShape	untested-specific-loader-negative	current rejection safety remains unrun here; positive computed-mask admission remains CAP-MASK	None established by this audit; current factory/shape limitations are not scope approval.	runtime/program/loading.rs:393-415,650-729	Load the exact logical-read compilation product through the ordinary runtime loader; assert target-classified failure and no installed/published program. Separate future positive witness must remove the capability gap.	Pure engine activate observation does not itself execute the production loader. Planning only provider-owned read shapes does not establish an accepted exclusion for computed masks.	TR-mask-production-loader
G18	closed comprehension output consumed by concatenation: current safe rejection and retained positive capability	resident downstream collection layout: numeric.rs bind_matrix_constructor/bind_transpose and per-turn execution; comprehension producer publication is separate	dynamic-concat	"""xs := [1 2]\ny := [x | x <- xs]\n[y y]\n"""	"{""schema"": ""F64 Matrix"", ""shape"": [1, 4], ""canonical_two_turn_outputs"": [""[1 2 1 2]"", ""[1 2 1 2]""], ""two_turn_values"": [[1, 2, 1, 2], [1, 2, 1, 2]]}"	canonical comprehension producer and semantic concat artifact compile and decode	current fixed-layout concat binding rejects unavailable input/output extents before turn publication	activation	KernelBind { node: NodeId(1), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-DOWNSTREAM: unimplemented downstream collection shape/layout capability; scope acceptance pending	None established; CONTROL-TARGET-RECONCILIATION.md retains this source/consumer capability for explicit scope acceptance.	s8-audit-published-contracts.log; KernelBind { node: NodeId(1), error: UnsupportedLayout }	MECH_AUDIT_CASE=dynamic-concat MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses; positive gate also sets MECH_AUDIT_REQUIRE_CAPABILITY=1	The published-contract rerun checks the exact rejection for both direct and decoded artifacts. Matching both errors cannot close positive source-to-consumer execution. A closed-cardinality specialization must still prove exact [1,2,1,2] publication if used to satisfy this witness.	TR-downstream-dynamic-concat
G18	concatenation consumes changing comprehension cardinality across three turns	resident downstream collection layout: numeric.rs bind_matrix_constructor/bind_transpose and per-turn execution; comprehension producer publication is separate		"""y := [x | x <- signal<[f64]:1,2>, x > 0]\n[y y]\n"""	"{""inputs"": [[1, 2], [-1, 2], [-1, -2]], ""shapes"": [[1, 4], [1, 2], [1, 0]], ""values"": [[1, 2, 1, 2], [2, 2], []]}"	finite proposed source capability; pure artifact production does not certify physical changing-layout support	current target may reject unsupported layout safely; a completed capability must execute the three independent shape/value cases			untested-specific-changing-layout-witness	CAP-DOWNSTREAM: retained positive changing-concat capability; scope acceptance pending	None established; CONTROL-TARGET-RECONCILIATION.md retains this source/consumer capability for explicit scope acceptance.	CONTROL-TARGET-RECONCILIATION.md finite retained work item2; numeric.rs:2945-3002,9987-10047; comprehension_execution.rs:241-255	Add this direct/decoded three-turn fixture to canonical_source_collections or structures with schema/shape/value checks and empty-result publication. No such exact downstream test is currently recorded.	Closed dynamic-concat failure and direct producer publication do not execute this changing consumer. No current rejection result is asserted as observed; no blanket turn-varying exclusion is accepted.	TR-downstream-changing-concat
G18	transpose consumes changing comprehension cardinality across three turns	resident downstream collection layout: numeric.rs bind_matrix_constructor/bind_transpose and per-turn execution; comprehension producer publication is separate		"""y := [x | x <- signal<[f64]:1,2>, x > 0]\ny'\n"""	"{""inputs"": [[1, 2], [-1, 2], [-1, -2]], ""shapes"": [[2, 1], [1, 1], [0, 1]], ""row_major_values"": [[1, 2], [2], []]}"	finite proposed source capability; pure artifact production does not certify physical changing-layout support	current target may reject unsupported layout safely; a completed capability must execute the three independent shape/value cases			untested-specific-changing-layout-witness	CAP-DOWNSTREAM: retained positive changing-transpose capability; scope acceptance pending	None established; CONTROL-TARGET-RECONCILIATION.md retains this source/consumer capability for explicit scope acceptance.	CONTROL-TARGET-RECONCILIATION.md finite retained work item2; numeric.rs:2667-2735,9335-9359; comprehension_execution.rs:241-255	Add this direct/decoded three-turn fixture to canonical_source_collections or structures with exact transposed dimensions, empty output and typed values. No such exact downstream test is currently recorded.	Existing fixed transpose controls do not establish changing cardinality. Invalid schema/common-axis/resource failure and rollback obligations remain in the owning control review; this cell does not waive them.	TR-downstream-changing-transpose
