case-id	family	observed-stage	expected-stage	contract-comparison	disposition	oracle	gap-id	acceptance-gap	acceptance-cells	milestone-capability-group	milestone-positive-witness	open-obligation	witness	expected-json
numeric-c32-mul	numeric	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=numeric-c32-mul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=numeric-c32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c32-div	numeric	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=numeric-c32-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=numeric-c32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c32-pow	numeric	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-POWER	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=numeric-c32-pow ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=numeric-c32-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-repeat-c32	selection	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-C32	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=matrix-repeat-c32 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=matrix-repeat-c32 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
scalar-c64	scalar	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=scalar-c64 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
numeric-c64-add	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-c64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c64-sub	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-c64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c64-mul	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-c64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c64-div	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-c64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-c64-pow	numeric	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-POWER	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=numeric-c64-pow ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=numeric-c64-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-repeat-c64	selection	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-repeat-c64 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
scalar-r64	scalar	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=scalar-r64 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
numeric-r64-add	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-r64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-r64-sub	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-r64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-r64-mul	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-r64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-r64-div	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=numeric-r64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
numeric-r64-pow	numeric	activation	activation	pass	current-contract-probe	current-target-rejection	G02	G02		CAP-POWER	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=numeric-r64-pow ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=numeric-r64-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-repeat-r64	selection	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-repeat-r64 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
scalar-bool	scalar	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=scalar-bool MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
scalar-string	scalar	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=scalar-string MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
mixed-repeated	semantic	wrong-value	pass	fail	current-contract-probe	explicit-two-turn-values	G04	G04					MECH_AUDIT_CASE=mixed-repeated MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
nested-repeated	semantic	wrong-value	pass	fail	current-contract-probe	explicit-two-turn-values	G04	G04					MECH_AUDIT_CASE=nested-repeated MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
record-update	semantic	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=record-update MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
tuple-update	semantic	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=tuple-update MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
map-update	semantic	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=map-update MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
table-update	semantic	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=table-update MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""false""]"
option-update	semantic	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			schema:Q08;schema:QG-Option			O03	MECH_AUDIT_CASE=option-update MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
dynamic-payload	semantic	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			schema:Q02;schema:QG-Dynamic			O03	MECH_AUDIT_CASE=dynamic-payload MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
nominal-atom	semantic	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			schema:Q21;schema:QG-Atom			O03	MECH_AUDIT_CASE=nominal-atom MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
reified-kind	semantic	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			schema:Q28;schema:Q33			O03	MECH_AUDIT_CASE=reified-kind MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
reified-inferred-matrix	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G13	G13	schema:Q28;schema:Q33			O03	MECH_AUDIT_CASE=reified-inferred-matrix MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
kind-alias	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G10	G10	rule:R12			O03	MECH_AUDIT_CASE=kind-alias MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
enum-declaration	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G11	G11	schema:Q27;schema:Q32			O03	MECH_AUDIT_CASE=enum-declaration MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
activation-scope	semantic	lowering	pass	fail	invalid-original-positive	invalid-original-positive						ACT08	MECH_AUDIT_CASE=activation-scope MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
fsm-pipe	semantic	activation	pass	fail	invalid-original-positive	invalid-original-positive						FSM01	MECH_AUDIT_CASE=fsm-pipe MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
pattern-function	semantic	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G19					MECH_AUDIT_CASE=pattern-function MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""3"", ""3""]"
factorial	semantic	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G19	G19					MECH_AUDIT_CASE=factorial MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""120"", ""120""]"
comprehension-initializer	semantic	activation	pass	fail	current-contract-probe	explicit-two-turn-values	G05	G05					MECH_AUDIT_CASE=comprehension-initializer MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""8"", ""8""]"
match-initializer	semantic	activation	pass	fail	current-contract-probe	explicit-two-turn-values	G05	G05					MECH_AUDIT_CASE=match-initializer MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""2"", ""3""]"
comprehension-i32	semantic	activation	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G06	G06	rule:R08;schema:QT-i32			O03	MECH_AUDIT_CASE=comprehension-i32 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
comprehension-string	semantic	activation	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G06	G06	rule:R08;schema:QT-string			O03	MECH_AUDIT_CASE=comprehension-string MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
comprehension-composite	semantic	activation	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G06	G06	rule:R08;schema:QG-Tuple			O03	MECH_AUDIT_CASE=comprehension-composite MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
comprehension-nested	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G07	G07	rule:R09			O03	MECH_AUDIT_CASE=comprehension-nested MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
comprehension-match	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G07	G07	rule:R09;schema:Q26			O03	MECH_AUDIT_CASE=comprehension-match MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
comprehension-computed-pattern	semantic	lowering	pass	fail	current-contract-probe	source-bytecode-equivalence-only	G08	G08	rule:R10			O03	MECH_AUDIT_CASE=comprehension-computed-pattern MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
match-tuple	semantic	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G09	G09					MECH_AUDIT_CASE=match-tuple MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""3"", ""3""]"
match-dynamic-result	semantic	pass	pass	pass	current-contract-probe	source-bytecode-equivalence-only			schema:Q02;schema:Q26			O03	MECH_AUDIT_CASE=match-dynamic-result MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	null
logical-read	semantic	activation	activation	pass	current-contract-probe	current-target-rejection	G17	G17		CAP-MASK	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=logical-read ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=logical-read MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""[2 3]"", ""[2 3]""]"
logical-write	semantic	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=logical-write MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""9"", ""9""]"
dynamic-concat	semantic	activation	activation	pass	current-contract-probe	current-target-rejection	G18	G18		CAP-DOWNSTREAM	MECH_AUDIT_REQUIRE_CAPABILITY=1 MECH_AUDIT_REQUIRE_PASS=1 MECH_AUDIT_CASE=dynamic-concat ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses		MECH_AUDIT_CASE=dynamic-concat MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""[1 2 1 2]"", ""[1 2 1 2]""]"
constrained-kind	semantic	lowering	pass	fail	current-contract-probe	explicit-two-turn-values	G12	G12					MECH_AUDIT_CASE=constrained-kind MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""2"", ""2""]"
rational-integral-power	numeric	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=rational-integral-power MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u8-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u8-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u16-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u16-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u32-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u64-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-sub	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-mul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-div	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-transpose	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-transpose MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-sum	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-u128-matmul	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-u128-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
matrix-i8-add	matrix	pass	pass	pass	current-contract-probe	explicit-two-turn-values							MECH_AUDIT_CASE=matrix-i8-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	"[""true"", ""true""]"
