export	overload-id	declaration	qualification	acceptance
math/bessel/yn	5	FunctionTypeOverload { id: 5, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/bessel/yn	6	FunctionTypeOverload { id: 6, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/bessel/yn	7	FunctionTypeOverload { id: 7, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/bessel/yn	8	FunctionTypeOverload { id: 8, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/bessel/yn	9	FunctionTypeOverload { id: 9, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(3), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(2)), Parameter(DimensionParameterId(3))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(3))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/cosh	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/cosh	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/asinh	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0))]), outputs: [Parameter(KindParameterId(0))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/asinh	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
set/comprehension	0	FunctionTypeOverload { id: 0, input_layout: [], scheme: KindScheme { kind_parameters: [], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([]), outputs: [Set { element: Tuple([]), cardinality: Parameter(DimensionParameterId(0)) }], constraints: [Satisfies { kind: Tuple([]), predicate: Keyable }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
set/comprehension	1	FunctionTypeOverload { id: 1, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Variadic { prefix: [], repeated: Parameter(KindParameterId(0)), min_repetitions: 1 }, outputs: [Set { element: Parameter(KindParameterId(0)), cardinality: Parameter(DimensionParameterId(0)) }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Keyable }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
matrix/comprehension	0	FunctionTypeOverload { id: 0, input_layout: [Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Variadic { prefix: [], repeated: Parameter(KindParameterId(0)), min_repetitions: 0 }, outputs: [Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
table/left-outer-join	syntax-directed	Some(FunctionTypeDeclaration { overloads: [], template: Some(TableJoin(LeftOuter)), parameter_names: None })	O01: intrinsic contract requires operator-specific kind/layout witnesses	qualify the source intrinsic contract and supported target layouts
math/fmod	0	FunctionTypeOverload { id: 0, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [], inputs: Fixed([Parameter(KindParameterId(0)), Parameter(KindParameterId(1))]), outputs: [Parameter(KindParameterId(2))], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	1	FunctionTypeOverload { id: 1, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	2	FunctionTypeOverload { id: 2, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Parameter(KindParameterId(1))]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	3	FunctionTypeOverload { id: 3, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Parameter(KindParameterId(0)), Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	4	FunctionTypeOverload { id: 4, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	5	FunctionTypeOverload { id: 5, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	6	FunctionTypeOverload { id: 6, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Parameter(DimensionParameterId(2)), Constant(1)] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
math/fmod	7	FunctionTypeOverload { id: 7, input_layout: [Value, Value], scheme: KindScheme { kind_parameters: [KindParameter { id: KindParameterId(0), upper_bound: None }, KindParameter { id: KindParameterId(1), upper_bound: None }, KindParameter { id: KindParameterId(2), upper_bound: None }], dimension_parameters: [DimensionParameterDeclaration { id: DimensionParameterId(0), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(1), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }, DimensionParameterDeclaration { id: DimensionParameterId(2), origin: Inferred, lifetime: Turn, lower_bound: Constant(0), upper_bound: None }], inputs: Fixed([Matrix { element: Parameter(KindParameterId(0)), dimensions: [Constant(1), Parameter(DimensionParameterId(2))] }, Matrix { element: Parameter(KindParameterId(1)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }]), outputs: [Matrix { element: Parameter(KindParameterId(2)), dimensions: [Parameter(DimensionParameterId(0)), Parameter(DimensionParameterId(1))] }], constraints: [Satisfies { kind: Parameter(KindParameterId(0)), predicate: Number }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: Number }, Promotes { left: Parameter(KindParameterId(0)), right: Parameter(KindParameterId(1)), output: Parameter(KindParameterId(2)) }, DimensionCompatible(Parameter(DimensionParameterId(1)), Parameter(DimensionParameterId(2))), Satisfies { kind: Parameter(KindParameterId(0)), predicate: FloatingPoint }, Satisfies { kind: Parameter(KindParameterId(1)), predicate: FloatingPoint }] }, output_schema_rules: [FromResolvedType] }	O01: untested as an independently identified overload; the export sample is not attributed to this candidate	representative admitted kind/layout cells, rejected target cells, reference values, bytecode and changing-turn behavior
